Course Name,University / Industry Partner Name,Difficulty Level,Course Rating,Course URL,Course Description,all_skill
Financial Reporting Capstone,University of Illinois at Urbana-Champaign,Advanced,4.5,https://www.coursera.org/learn/financial-reporting-capstone,"The Capstone is the culminating project in the Financial Reporting Specialization. You will have the opportunity to combine the concepts and techniques obtained through all the courses in this specialization (Accounting Analysis I: The Role of Accounting as an Information System, Accounting Analysis I: Measurement and Disclosure of Assets, Accounting Analysis II: Measurement and Disclosure of Liabilities, and Accounting Analysis II: Accounting for Liabilities and Equity) and apply them to a real world accounting project. The Capstone project will be 3 weeks long. You must take the Capstone project class after taking all the other courses in this Specialization.",fixed asset  Accounting Analysis  Finance  journaling file system  international financial reporting standards  Accounting  income statement  financial statement  adjusting entries  accounts receivable business business-essentials
Songwriting: Writing the Lyrics,Berklee College of Music,Intermediate,4.8,https://www.coursera.org/learn/songwriting-lyrics,"There�s a songwriter lurking somewhere inside you, peeking around corners, wondering if it�s safe to come out. Now it is. This course is an invitation to let your inner songwriter step into the sunlight. All it takes is a simple �yes� and you�ll be climbing that windy hill, marveling at the view.\n\nIf you haven�t written any or many songs, this course will show you an efficient, effective process for tailoring songs to express your ideas and emotions. If you have, you�ll look at your process differently, taking control of aspects of the process you may have not noticed.\n\nThe course will start by examining the tools available to you, all revolving around the essential concept of prosody. You�ll learn to use your tools to enhance your message�to work compositionally at the same time you�re developing your ideas.\n\nYou�ll be working both lyrically and musically, though musically it�s not necessary that you either read music or play an instrument. If you play, great, and you�ll be encouraged to play and record your musical responses to the assignments. If you don�t play, the course offers you a number of musical loops to work with. All you�ll have to do is sing your melodies over the loops.\n\nAssignments will ask you to post something for peer review�sometimes lyric lines or sections, sometimes melodies, sometimes both. None of it has to be polished. The course is about writing, not performing.\n\nMost important, you�ll have a lot of fun.",guitar  acoustics  Video Editing  s-box  music  piano  euler's totient function  Writing  human voice  Poetry Writing arts-and-humanities music-and-art
Healthcare Marketplace,University of Minnesota,Beginner,4.4,https://www.coursera.org/learn/healthcare-marketplace,"In this course in the Healthcare Marketplace specialization you will identify, define, and describe potential business and public policy solutions to the challenges facing society�s growing demand for health services.  Students will master a body of knowledge on the health care sectors major components through reading and reflection.  \n\nHealthcare has many different cultural components that will be discussed as historic trends as well as future demographic challenges.  You will understand diverse philosophies and cultures within and across societies as they relate to healthcare.  This outcome is particularly critical because of the tradeoffs needed to be assessed as medical technology advances faster than budgets and perhaps cultures are sometimes willing to tolerate.  \n\nAt the end of the day, you will gain an appreciation for the role of creativity, innovation, discovery, and expression across disciplines in the development of new medical care solutions through and examination of the physician, medical technology and financing sub-sectors of the health economy.",medical devices  Healthcare Management  medical device  price discrimination  insurance  Leadership and Management  medical technology  health insurance  market (economics)  Marketing business finance
Developing An Entrepreneurial Mindset: First Step Towards Success,Michigan State University,Intermediate,4.4,https://www.coursera.org/learn/entrepreneurial-mindset,"This course is the first in a series on starting a business. Though new venture creation is the focus of the specialization, this course is important for everyone.To create a successful business it is not only about what you do (technical execution), it is also about how you think.  This course provides learners with insights to re-frame their thinking in order to maximize their chances for success. \n\nSo what can a learner expect to gain from this course? At the end of this course a learner:\n     1.)  will be able to argue effectively against all of the reasons for not starting their business (or reaching some goal);\n     2.) will be  able to operate effectively within the new framework or model for starting a business (or any new endeavor),\n        thus increasing their chances for success; and\n     3.)  will be able to make the initial business startup decisions of what type of business to start, and what type of business \n       owner to be.\n\nHaving an entrepreneurial mindset is critical to being successful as an entrepreneur. An entrepreneurial mindset stands alone in terms of its importance. No other attribute, personality, inherent entrepreneurial proclivities, training, or demographic profile is common to all successful entrepreneurs whether Warren Buffet, Steve Jobs, or the neighborhood florist or grocer.\n\nThe course provides learners with an understanding of the attributes and perspectives of an entrepreneurial mindset, and the process to acquire one. We suggest that learners bring an open mind and be willing to thoroughly explore the nascent business ventures they have been carrying with them.The course introduces concepts that enables a person to start a trans-formative process in the way they think generally, and in the way they think about business specifically. This new way of thinking has the potential to positively impact not only them, but their family, and community.",behavior  Business  E-Commerce  lean startup  event management  lean manufacturing  business plan  Business Process Management  Business Strategy  Entrepreneurship business entrepreneurship
Capstone Project: Business Technology Management,Indian School of Business,Intermediate,4.3,https://www.coursera.org/learn/business-tech-project,"The Capstone Project places you in the shoes of a CIO of a hypothetical FMCG firm, Indus Consumer Products Limited, who is required to select a portfolio of IT investments for the decision year that is aligned with the business strategy and objectives of the firm. Different business units in the company have proposed different applications to implement. Your job as CIO will be to analyze the business case for each of the projects and identify those that best serve the long-term business strategy and objectives of the firm. Your choice of IT investments is constrained by the IT budget for the given financial year.\n\nThe case consists of the following artifacts:\n-          Letter from the CEO\n-          Company Report\n-          IT Assessment Report \n-          Proposal for the SCM Initiative \n-          Proposal for Rural Connect\n-          Proposal for the new ERP System\n \nThe case is designed to provide a Capstone experience on many of the concepts and frameworks learned in the specialization.  Learners need to:\n(a)    Identify a broad business focus of the company using the competitor data. Provide a couple of lines on the strategic pain points for the firm.\n(b)     Which one of the five applications must the company invest in? Why? Provide strategic and financial reasons in support.\n(c)     Thoroughly analyse past projects to remove redundant or unviable investments.\n(d)    Identify and propose strategies for managing risk associated with large scale IT investments. \n(e)    Create an organizational structure and communication plan that will engage various stakeholders of the organization.",investment  annual report  project plan  resource allocation  project  project planning  technology management  business technology management  Leadership and Management  communication planning business business-strategy
Business English: Basics,The Hong Kong University of Science and Technology,Advanced,4.5,https://www.coursera.org/learn/business-english,"This course aims to improve your Business English language skills by developing your vocabulary and reading skills and your understanding of tone, style and knowledge of communication methods. We'll also cover how these language skills can enhance audience analysis, business case analysis and basic business communication strategies. Skills learned in this course will often be referred to and needed to complete the speaking, writing and cross-cultural communications courses of this Specialization.\n\nAfter completing this course, you will be able to:\n\n- describe things and events in the context of Business English\n- make requests in the context of Business English\n- support arguments in the context of Business English\n- use appropriate tone and style according to the context of Business English\n- conduct an audience analysis\n- match audience with the purpose and medium of communication\n- analyse and summarise business data",analysis  speech  business case  english language  Human Learning  language  Writing  Business Communication  grammar  Communication language-learning learning-english
Supply Chain Sourcing,Rutgers the State University of New Jersey,Beginner,4.7,https://www.coursera.org/learn/sourcing,"Have you ever wondered how companies manage relationships with their thousands of suppliers? Sourcing is an important part of managing a successful supply chain. This course introduces you to the exciting area of supply chain sourcing. Part of a broader specialization on Supply Chain Management, you will master the supplier selection process and supplier segmentation. At the completion of this course you will have the tools and techniques to find the right vendors and maintain the right relationship with any one of your existing suppliers.",evaluation  Supplier Evaluation  Leadership and Management  Strategic Sourcing  supply chain  Procurement  chaining  Sourcing Best Practices  sources  Supply Chain Sourcing business business-strategy
"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,Beginner,4.6,https://www.coursera.org/learn/recruiting-hiring-onboarding-employees,"Finding and hiring the right people is often cited as the number one concern of businesses today. It seems we are all competing for the best and brightest workers.  As you will see in our time together in the second course, a critical component of the People Manager Value Proposition is to hire talented people who enable the organization to achieve its strategic goals. This course is an introduction into the topic of recruitment, selection and onboarding. \n\nAt the outset of the course we will explore the importance of linking recruitment goals with overall company strategy. We then look at a number of options to recruit and select employees both effectively and legally. Throughout the course we will examine current issues in talent acquisition, such as how companies are now leveraging social media and hiring analytics to ensure better quality hires.\n\nAt the conclusion of the course, we look at how to onboard employees to promote employee commitment and engagement.",Leadership and Management  image resolution  employment  resource  Recruiting  Human Resources  Recruitment  resource management  onboarding  Employee Selection business business-essentials
Programming with Scratch,The Hong Kong University of Science and Technology,Advanced,3.9,https://www.coursera.org/learn/programming-with-scratch,"Learning coding is not only about understanding the programming language being used, but also developing important computational thinking skills, which are useful for problem solving across many disciplinary areas. In this course, students will learn basic programming skills by creating interactive storybooks, animations, and games with Scratch, which is a block-based visual programming language for anyone new to coding.",connectionism  prince2  Word2vec  bioperl  Algorithms  Machine Learning  pdca  multiliteracy  opms  scratch (programming language) computer-science software-development
Teaching Impacts of Technology: Workplace of the Future,University of California San Diego,Advanced,4.6,https://www.coursera.org/learn/teach-impacts-technology-workplace-future,"In this course you�ll focus on how the Internet has enabled new careers and changed expectations in traditional work settings, creating a new vision for the workplace of the future. This will be done through a series of paired teaching sections, exploring a specific �Impact of Computing� in your typical day and the �Technologies and Computing Concepts� that enable that impact, all at a K12-appropriate level. \n\nThis course is part of a larger Specialization through which you�ll learn impacts of computing concepts you need to know, organized into 5 distinct digital �worlds�, as well as learn pedagogical techniques and evaluate lesson plans and resources to utilize in your classroom. By the end, you�ll be prepared to teach pre-college learners to be both savvy and effective participants in their digital world.\n\nIn this particular digital world (careers and work), you�ll explore the following Impacts & Technology pairs --\n\nImpacts (Getting jobs in new ways): technology based freelancing, Linkedin and how it changed the way we work  \nTechnology and Computing Concepts: Data retrieval, data vs metadata, SQL, Boolean logic (AND, OR, NOT)\n\nImpacts (Physical ties to work restricts people and businesses): work communication, the cloud, cloud computing, companies affected by ransomware attacks \nTechnology and Computing Concepts: how the cloud works, FTP, cloud storage, clients and servers, scalability basics, fault tolerance, AWS, devops\n\nImpacts (Advancing your career in the fast moving technical world): digital technology changing jobs, online classes, machines replacing jobs, data science and artificial intelligence\n\nIn the pedagogy section for this course, in which best practices for teaching computing concepts are explored, you�ll learn how to effectively explore and critique curricular material you find and practice reviewing lesson plans, with a focus on material aimed at learning HTML.\n\nIn terms of CSTA K-12 computer science standards, we�ll primarily cover learning objectives within the �impacts of computing� concept, while also including some within the �networks and the Internet� concepts and the �data and analysis� concept.  Practices we cover include �fostering and inclusive computing culture�, �recognizing and defining computational problems�, and �communicating about computing�.",cognitive load  scalability  internet  Cloud Computing  metadata  Computer Programming  Cloud Storage  Training  fault tolerance  teaching social-sciences education
Foundations of Public Health Practice: Behaviour & Behaviour Change,Imperial College London,Advanced,4.8,https://www.coursera.org/learn/behaviour-change-in-public-health,"The Health Protection course is the third instalment of the wider Foundations of Public Health Practice specialisation from Imperial College London's Global Master of Public Health (MPH). The scope and content of this course has been developed from the ground up by a combined team of academics and practitioners drawing on decades of real-world public health experience as well as deep academic knowledge. Through short video lectures, practitioner interviews and a wide range of interactive activities, learners will be immersed in the world of public health practice.\n\nDesigned for those new to the discipline, over three modules (intended for three weeks of learning), learners will become familiar with the scope, theory and implementation of behaviour change in the context of public health practice. The course begins by challenging learners about their preconceptions about healthy and unhealthy behaviour - seeking to contextualise these ideas within the broader public health approach (the first course of this specialisation). The course thereafter swiftly covers the origins of risk communication and behaviour change through the lens of health psychology and classical economics, before introducing ideas of bounded rationality and the genesis of behavioural insights and so-called Nudges. By the end of the course, learners will be fluent with their use of the Behaviour Change Wheel methodology of intervention development and the application of the COM-B framework to a range of target behaviours and behavioural barriers.\n\nThe subsequent courses of this specialisation will cover health protection before moving into the final (degree learner) course which where learners will focus on developing the core professional skillset that defines public health practitioners - whether in service or academia.",public health  Communication  Behavioral Economics  one health  social cognitive theory  psychologies  physical activity  health belief model  psychology  health psychology life-sciences public-health
Essential Google Cloud Infrastructure: Core Services,Google Cloud,Conversant,4.7,https://www.coursera.org/learn/gcp-infrastructure-core-services,"This accelerated on-demand course introduces participants to the comprehensive and flexible infrastructure and platform services provided by Google Cloud with a focus on Compute Engine. Through a combination of video lectures, demos, and hands-on labs, participants explore and deploy solution elements, including infrastructure components such as networks, systems and applications services. This course also covers deploying practical solutions including customer-supplied encryption keys, security and access management, quotas and billing, and resource monitoring.\n\nPrerequisites:\nTo get the most out of this course, participants should have:\n� Completed Google Cloud Fundamentals: Core Infrastructure or have equivalent experience\n� Completed Essential Google Cloud Infrastructure: Foundation or have equivalent experience\n� Basic proficiency with command-line tools and Linux operating system environments\n� Systems Operations experience including deploying and managing applications, either on-premises or in a public cloud environment\n\nNew! CERTIFICATE COMPLETION CHALLENGE to unlock benefits from Coursera and Google Cloud\nEnroll and complete Cloud Engineering with Google Cloud or Cloud Architecture with Google Cloud Professional Certificate  or Data Engineering with Google Cloud Professional Certificate before November 8, 2020 to receive the following benefits; \n\n=> Google Cloud t-shirt, for the first 1,000 eligible learners to complete. While supplies last. > Exclusive access to Big => Interview ($950 value) and career coaching \n=> 30 days free access to Qwiklabs ($50 value) to earn Google Cloud recognized skill badges by completing challenge quests\n\n>>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",Leadership and Management  bigquery  Cloud Infrastructure  identity management  Cloud Platforms  Cloud Computing  network monitoring  Google Cloud Platform  Cloud Storage  resource information-technology cloud-computing
"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases",Duke University,Intermediate,4.6,https://www.coursera.org/learn/parasitology,"This course provides students an understanding of important human parasitic diseases, including their life cycles, vectors of transmission, distribution and epidemiology, pathophysiology and clinical manifestations, treatment, and prevention and control. Tropical Parasitology is taught by faculty from an area highly impacted by tropical parasites- the Kilimanjaro Christian Medical University College in Moshi, Tanzania.  The faculty include Drs. Frank Mosha and Mramba Nyindo (and two lecturers, Drs. Johnson Matowo and Jovin Kitau). Dr. John Bartlett, Professor of Medicine, Global Health and Nursing at Duke University, joins his faculty colleagues in this effort.",Disease Control  ascariasis  schistosomiasis  parasites  parasitology  infection  echinococcosis  toxoplasmosis  filariasis  disease life-sciences basic-science
"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,Beginner,4.8,https://www.coursera.org/learn/modern-world,This is a survey of modern history from a global perspective. Part One begins with the political and economic revolutions of the late 1700s and tracks the transformation of the world during the 1800s.  Part One concludes as these bewildering changes seem to be running beyond the capacity of older institutions to handle them.  Throughout the course we try to grasp what is happening and ask:  Why?  And the answers often turn on very human choices.,Art History  foreign policy  india  analysis  the family of man  global  history  general knowledge  military  international relations arts-and-humanities history
Solar Energy System Design,The State University of New York,Intermediate,4.7,https://www.coursera.org/learn/solar-energy-system-design,"Solar Energy System Design builds upon the introduction to PV systems from Solar Energy Basics course, which included basic system components and functions, as well as some basic system sizing using simplifying assumptions. You should at this point have a basic understanding of electrical power and energy, be able to calculate the energy needs of a site as well as energy production potential for a PV system at a given location under optimal conditions. Much of this course will focus on incorporating on the ground conditions into energy production considerations, and how to account for these conditions in system design and equipment selection. By the end of this course you should be able to incorporate losses in irradiance due to array setups with less than optimal positioning and/or shading, and account for variations in module output due to temperature variations in your system design.",Energy Systems  renewable energy  Electrical Design  arrays  Circuit Design  energy  Electrical Engineering  Systems Design  Solar Energy  specification (technical standard) physical-science-and-engineering electrical-engineering
Validity and Bias in Epidemiology,Imperial College London,Intermediate,4.9,https://www.coursera.org/learn/validity-bias-epidemiology,"Epidemiological studies can provide valuable insights about the frequency of a disease, its potential causes and the effectiveness of available treatments. Selecting an appropriate study design can take you a long way when trying to answer such a question. However, this is by no means enough. A study can yield biased results for many different reasons. This course offers an introduction to some of these factors and provides guidance on how to deal with bias in epidemiological research. In this course you will learn about the main types of bias and what effect they might have on your study findings. You will then focus on the concept of confounding and you will explore various methods to identify and control for confounding in different study designs. In the last module of this course we will discuss the phenomenon of effect modification, which is key to understanding and interpreting study results. We will finish the course with a broader discussion of causality in epidemiology and we will highlight how you can utilise all the tools that you have learnt to decide whether your findings indicate a true association and if this can be considered causal.",observational error  Selection Bias  Epidemiology  Clinical Study Design  Confounding  Causality  Causal Inference  interaction (statistics)  risk factors  bias life-sciences public-health
"Imagery, Automation, and Applications","University of California, Davis",Intermediate,4.8,https://www.coursera.org/learn/gis-applications,"Welcome to the last course of the specialization (unless your continuing on to the capstone project, of course!). \nUsing the knowledge you�ve learned about ArcGIS, complete technical tasks such raster calculations and suitability analysis. In this class you will become comfortable with spatial analysis and applications within GIS during four week-long modules:\n\nWeek 1: You'll learn all about remotely sensed and satellite imagery, and be introduced to the electromagnetic spectrum. At the end of this week, you'll be able to find and download satellite imagery online and use it for two common types of analysis: NDVI and trained classification.\n\nWeek 2: You'll learn how to use ModelBuilder to create large processing workflows that use parameters, preconditions, variables, and a new set of tools. We'll also explore a few topics that we don't really have time to discuss in detail, but might whet your appetite for future learning in other avenues: geocoding, time-enabled data, spatial statistics, and ArcGIS Pro.\n\nWeek 3: In week three, we'll make and use digital elevation models using some new, specific tools such as the cut fill tool, hillshades, viewsheds and more. We'll also go through a few common algorithms including a very important one: the suitability analysis.\n\nWeek 4: We'll begin the final week by talking about a few spatial analyst tools we haven't yet touched on in the specialization: Region Group to make our own zones, Focal Statistics to smooth a hillshade, Reclassify to change values, and Point Density to create a density surface. Finally, we'll wrap up by talking about a few more things that you might want to explore more as you start working on learning about GIS topics on your own.\n\nTake Geospatial and Environmental Analysis as a standalone course or as part of the Geographic Information Systems (GIS) Specialization. You should have equivalent experience to completing the first, second, and third courses in this specialization, ""Fundamentals of GIS,"" ""GIS Data Formats, Design, and Quality"", and ""Geospatial and Environmental Analysis,"" respectively, before taking this course. By completing the fourth class you will gain the skills needed to succeed in the Specialization capstone.",modeling  satellite  Geographic Information System  Model Building  ArcGIS  statistical classification  Cartography  Imagery Analysis  analysis  remote sensing physical-science-and-engineering environmental-science-and-sustainability
Measuring Causal Effects in the Social Sciences,University of Copenhagen,Intermediate,4,https://www.coursera.org/learn/causal-effects,"How can we know if the differences in wages between men and women are caused by discrimination or differences in background characteristics? In this PhD-level course we look at causal effects as opposed to spurious relationships. We will discuss how they can be identified in the social sciences using quantitative data, and describe how this can help us understand social mechanisms.",Regression Analysis  Causal Inference  General Linear Model  Regression  measurement  impact evaluation  Causality  Difference In Differences  inference  Instrumental Variable social-sciences governance-and-society
Protecting Business Innovations via Strategy,The Hong Kong University of Science and Technology,Intermediate,4.7,https://www.coursera.org/learn/protect-business-innovations-strategy,"Protecting Business Innovations Via Strategy\n\nWatch Course Overview:  https://youtu.be/mUja4iwbrTE\n\nStrategy can be useful for protecting business innovation when no other form of protection exist (e.g. copyright, patent & trademark). Strategy can also compliment and strengthen other forms of innovation protection. Understanding how to use strategy to protect innovation and limitation of strategy as a form of protection will be useful for business managers.  This course will cover strategies from tangible resources to intangible strategies business employ to be successful.\n(1)  Resource-based strategy  (2)  Move fast or get passed  (3)  e-commerce  (4) Changing the rules   \n\nThis course is one part of a four course series focusing on protection of business innovations using copyright, patent, trademark and strategy, and these four courses may be taken in any order that is most beneficial to students interested in learning about protecting innovation.\n\nOther courses in the Protecting Business Innovations series:\n1. Copyright:     https://www.coursera.org/learn/protect-business-innovations-copyright\n2. Trademark:  https://www.coursera.org/learn/protect-business-innovations-trademark \n3. Patent:          https://www.coursera.org/learn/protect-business-innovations-patent\n4. Strategy:       https://www.coursera.org/learn/protect-business-innovations-strategy",global  Strategy  competitiveness  pricing strategies  supply chain  pricing  market (economics)  shareholder value  service innovation  Innovation business business-strategy
Ecosystems of California,"University of California, Santa Cruz",Beginner,4.6,https://www.coursera.org/learn/california-ecosystems,"This course surveys the diversity, structure and functioning of California�s ecosystems through time and the ways they have influenced and responded to human activities and stewardship. Topics include ecosystem drivers such as climate, soils, and land use history; human and ecological prehistory of the state; comparative marine, freshwater, and terrestrial ecosystem dynamics; and managed ecosystems such as range, fisheries and agriculture in California. The course also emphasizes important skills to understand as a scientist or consumer of scientific information, including data collection, natural history, and writing.",chaparral  biodiversity  evolution  agriculture  ecosystems  ecology  marine biology  forest  ecosystem  desert life-sciences basic-science
Unethical Decision Making in Organizations,University of Lausanne,Intermediate,4.8,https://www.coursera.org/learn/unethical-decision-making,"This course 'Unethical decision making in organizations : A seminar on the dark side of the force' will teach you how strong organizational contexts push good people towards unethical decisions. You will also learn how to protect yourself and your organization against such forces lurking in the dark.\n\nAbout the Course\n\nThis course teaches how narrow frames and strong contexts can push good people towards unethical decisions and how they can protect themselves and their organization against ethical blindness.\n\nThe goal of this course is to empower the participants to analyze the risks of unethical or illegal behavior that might be triggered by powerful contexts. It draws from various disciplines such as management, psychology, sociology, philosophy, and literature, in order to learn what these disciplines contribute to a better understanding of unethical behavior. The course also analyzes some of the most prominent organizational scandals of the recent decades through the lenses of these disciplines.\n\nWhenever we hear about ethical scandals, we tend to believe that unethical or illegal behaviour in organizations is driven by character deficiencies of individual actors. Put differently, we simply assume that bad things are done by bad people. However, numerous corporate scandals have demonstrated that even people with a high level of integrity can break the rules if they are put into a strong context.\n\nA better understanding of why and under what conditions good people make bad ethical decisions will enable us to better protect individuals as well as their respective organizations against the potentially overwhelming power of the context. It will also enable us to cure societies from problems like corruption.\n\nAt the end of the course, you are able to:\n\n1.    Explain the impact of social context on individual decision making using various theories (from Management, Sociology, Psychology, and Philosophy) \n2.    Apply these theories to the analysis of some of the most eminent organizational scandals of the recent decades \n3.    Assess risks of ethical blindness in your own organizational context \n4.    Design interventions to reduce such risks for yourself and your organization \n\n\nRecommended Background\n\nNo background expertise is required. The course is open for interested layperson as well as experts who work on related topics, be it as researchers or practitioners (e.g., compliance managers in corporations).\n\nWhy is this course important for me? \n\nCurrently, the understanding of why good people make unethical decisions is rather limited, related research is rather fragmented, and the management of such problems in organizations is overly simplistic, legalistic, and inadequate. Understanding contexts, including the dangers of routines, the mindlessness of our daily decisions, and the healing power of mindful decision-making routines is of increasing importance. In this course, you will learn the latest knowledge and the appropriate tool box for dealing with ethical challenges that you will face throughout your life!\n\nWhat do I need to follow this course? \n\nWe build bridges between various scientific disciplines and will familiarize you with those disciplines smoothly. You need no expertise, just come and share your own real-world experiences about unethical decisions. After all, we are all experts in making decisions�some more ethically, some less ethically�aren�t we?",case study  Social Psychology  Decision Making  psychology  reason  rationality  heuristic  interpretation  fear  ethics life-sciences psychology
How Computers Work,University of London,Beginner,4.5,https://www.coursera.org/learn/how-computers-work,"Computers are everywhere, they aren't just the desktops and laptops we use for work but the phones in our pockets and even the watches on our wrists are also computers. You probably use a computer every day and in fact you are reading this on a computer! \n\nJust because we use computers all the time, doesn't mean that we understand them, or find them easy to use. Computer Science is the science of computers, it is the field of knowledge that experts use to understand computer systems. Knowing a little computer science will help you understand the computers all around you. \n\nThis isn't a how-to course for a particular piece of software, instead you will learn some fundamental concepts that you can apply to any software or computer system. You'll apply these concepts to the kind of computer systems we use every day, including word processing applications, e-commerce, the internet and web sites. You will learn how to apply computer science concepts to solve problems in daily computer use and generally be a better computer user. \n\nTaking this course could be the start of your career in computer science, and the course is an introduction to the Bachelors in Computer Science from University of London, but it is also for you if you just want to learn a little computer science to help you better understand the computers you use in your ordinary life.",web  Computer Architecture  Computer Science  c programming  lambda calculus  client server model  debugging  Calculus  internet  Computer Programming computer-science computer-security-and-networks
HPV-Associated Oral and Throat Cancer: What You Need to Know,Icahn School of Medicine at Mount Sinai,Beginner,4.8,https://www.coursera.org/learn/hpv-oral-throat-cancer,"Welcome to HPV-Associated Oral and Throat Cancers: What You Need to Know \n\nThis course, offered by the Department of Otolaryngology � Head and Neck Surgery at the Icahn School of Medicine at Mount Sinai, is designed to inform primary care physicians and otolaryngologists (general and head and neck surgeons), as well as medical students, residents, nurses, physician assistants, medical assistants, about HPV-associated oral and throat cancers. It is also applicable to individuals who wish to broaden their knowledge and vernacular about this disease process, especially those who may have been diagnosed with HPV and/or HPV-associated oropharyngeal cancers. The course has been divided into four modules, each of which is followed by multiple choice questions to help attendees further understand this condition: \n\nWeek 1 - CME Information, Accreditation and Introduction (2 min)\nWeek 2 - Module 1: HPV-associated Throat Cancer: An Epidemic (11 min. + quiz) \nWeek 3 - Module 2: HPV Risk Factors and Clinical Presentation (10 min. + quiz) \nWeek 4 - Module 3: Management of HPV-associated Oropharyngeal Cancer (13 min. + quiz) \nWeek 5 - Module 4: Prevention, Vaccination, and the Horizon (10 min. + quiz) \n\nThe primary objective of this course is to provide physicians with a thorough understanding of how to better diagnose and treat patients who have HPV-related oral and throat cancers. \n\nThose participating in this course have the option to receive CME credit. Please review the CME Information and Accreditation prior to proceeding with the course modules. \n\nRelease Date: February 4, 2019\nExpiration Date: February 4, 2021\nEstimated Time to Complete: 1 hour \nCME Fee: $30 \nCME Credits Offered: 1.0 \n\nCME Reviewer: Marita S. Teng, MD \n\nHow to Receive CME Credit:\nFor physicians who are interested in earning CME credits and other allied health professions who wish to receive a Verification of Attendance certificate, you must: \n\na. Complete Signature Track (details to follow after enrolling in this course) \n\nb. Complete registration process through the Icahn School of Medicine at Mount Sinai, CME Office using the following link:\nhttps://mssm.cloud-cme.com/default.aspx?EID=4177&P=3000&CaseID=78\n\n(You will be required to pay an additional non-refundable fee of $30.00 in addition to the $49.00 fee for signature track.)\n\nc. Email an attached copy of your Verified Certificate from Coursera to the CME office at the Icahn School of Medicine at cme@mssm.edu and request your CME certificate.\n\nd. You will be provided with the instructions for downloading your CME/CE certificate.\n\nCourse Planners \nLynette Bobbitt\nLisa Chase\nEric M. Genden, MD \nJill Gregory\nGale Justin\nPaul Lawrence\nCarter Lim\nErik Popil",continuing medical education  dentistry  hpv vaccine  oral cancer  Cancer  head and neck cancer  medical education  vaccines  infection  Risk Factor life-sciences basic-science
Making the Case for Robotic Process Automation,Association of International Certified Professional Accountants,Advanced,4.2,https://www.coursera.org/learn/robotic-process-automation,"Overview\nRobotic Process Automation (RPA) is reshaping the accounting and finance profession. 40% of transactional accounting work is expected to be automated by 2020 and predicted to touch 230 million knowledge workers, 9% of the global workforce, according to McKinsey Research.\nDriven by the need to stay competitive, decrease costs and increase efficiency, RPA is quickly making a significant impact on the profession. Companies no longer think about ""if"" but ""when"" to implement RPA.\n\nShort Description:\n�\tRobotic Process Automation (RPA) can transform business processes by eliminating the mundane, time-consuming, manual tasks that professionals complete; enabling them more time to focus on critical thinking. This course for accounting and finance professionals worldwide will show through use cases how robotic process automation can be utilized to decrease errors and increase productivity. \n\nCourse description/ Overarching Learning Goal\nThis course is intended to provide accounting and financial professionals with practical literacy on robotic process automation through a real-world, relevant data preparation use case.  It will help identify potential uses and the benefits and considerations for robotic process automation.   This course will help you make the business case by helping you assess requirements, define proof of value and measure and validate the ROI for automation.",Benefits  flow network  Planning  process  lent  pitfall!  robotics  ordered pair  software  business case information-technology data-management
"Be a Leader, Develop a Leader",Case Western Reserve University,Advanced,4.7,https://www.coursera.org/learn/be-a-leader,"The objectives of this MOOC are to enable you to learn from applying concepts, exercises and learning from the four other MOOCs in this specialization. Learners involved in our programs over the decades have repeatedly told us that going over the material several times helps them progressively delve into the meaning and application of the ideas and experiences. As a result, we have designed this capstone so that it would be the third iteration of working with the ideas and experiences about effective leadership and inspiring its development in others. The first iteration was during one of the other MOOCs in terms of the videos, readings, Forum chats and reflective exercises. The second iteration was doing one of the personal learning or action learning assignments in one of the MOOCs that involved talking to others and writing an essay about the experience. If you had not done the Action learning assignment, then one of the two projects for this MOOC would involve doing it. The third is reviewing and revising your analysis of the experience as the Capstone project to show evidence that you can Be a Leader and help another Develop as a Leader.",stress  positive psychology  Benefits  emotions  compassion  coaching  leadership  motivation  mindfulness  psychologies business leadership-and-management
Influencer Marketing Strategy,Rutgers the State University of New Jersey,Advanced,4.3,https://www.coursera.org/learn/influencer-marketing-strategy,"Influencer marketing is the practice of engaging internal and industry experts with active networks to help achieve measurable business goals. \n\nThis course is about strategy. Although there is no all-purpose, one-size-fits-all influencer marketing strategy template, you will learn how to tailor one for a wide variety of B2B, B2C, and nonprofit organizations using the two-step flow model of communication.\n \nBut this course is also about tactics. I believe, �Strategy without tactics is the slowest route to victory. Tactics without strategy is the noise before defeat.� So, you will learn both in this 6-week long course.\n\nYour final project for this course is to create a pitch deck for a social media influencer strategy. The purpose of your final project is to give you a concrete artifact that you can use to demonstrate your mastery of new competencies and skills to either the executives in your current organization or to prospective employers.",influencer marketing  Social Media  Influencing  marketing strategy  social media marketing  content marketing  Advertising  Strategy  Marketing  social media influencers business marketing
